wind_speed_mps,current_speed_mps,chain_model,link_count,ball_mass_kg,draft_m,model_depth_m
36.0,0.0,II,210,1200.0,1.133,28.07248981499115
36.0,0.0,II,210,1200.0,1.134,28.074205311141043
36.0,0.0,II,210,1200.0,1.135,28.075915489426798
36.0,0.0,II,210,1200.0,1.136,28.07762039791297
36.0,0.0,II,210,1200.0,1.137,28.079320084138732
36.0,0.0,II,210,1200.0,1.138,28.08101459512491
36.0,0.0,II,210,1200.0,1.139,28.082703977380454
36.0,0.0,II,210,1200.0,1.14,28.08438827690911
36.0,0.0,II,210,1200.0,1.141,28.08606753921585
36.0,0.0,II,210,1200.0,1.142,28.087741809313286
36.0,0.0,II,210,1200.0,1.143,28.089411131727843
36.0,0.0,II,210,1200.0,1.144,28.091075550506037
36.0,0.0,II,210,1200.0,1.145,28.09273510922057
36.0,0.0,II,210,1200.0,1.146,28.09438985097622
36.0,0.0,II,210,1200.0,1.147,28.096039818415953
36.0,0.0,II,210,1200.0,1.148,28.097685053726572
36.0,0.0,II,210,1200.0,1.149,28.099325598644533
36.0,0.0,II,210,1200.0,1.15,28.100961494461657
36.0,0.0,II,210,1200.0,1.151,28.102592782030616
36.0,0.0,II,210,1200.0,1.152,28.104219501770494
36.0,0.0,II,210,1200.0,1.153,28.105841693672247
36.0,0.0,II,210,1200.0,1.154,28.107459397303874
36.0,0.0,II,210,1200.0,1.155,28.10907265181595
36.0,0.0,II,210,1200.0,1.156,28.110681495946594
36.0,0.0,II,210,1200.0,1.157,28.11228596802661
36.0,0.0,II,210,1200.0,1.158,28.11388610598469
36.0,0.0,II,210,1200.0,1.159,28.115481947352205
36.0,0.0,II,210,1200.0,1.16,28.117073529268183
36.0,0.0,II,210,1200.0,1.161,28.118660888484158
36.0,0.0,II,210,1200.0,1.162,28.120244061368922
36.0,0.0,II,210,1200.0,1.163,28.121823083913178
36.0,0.0,II,210,1200.0,1.164,28.123397991734166
36.0,0.0,II,210,1200.0,1.165,28.124968820080355
36.0,0.0,II,210,1200.0,1.166,28.126535603835755
36.0,0.0,II,210,1200.0,1.167,28.12809837752445
36.0,0.0,II,210,1200.0,1.168,28.12965717531505
36.0,0.0,II,210,1200.0,1.169,28.131212031024802
36.0,0.0,II,210,1200.0,1.17,28.132762978124045
36.0,0.0,II,210,1200.0,1.171,28.134310049740254
36.0,0.0,II,210,1200.0,1.172,28.13585327866233
36.0,0.0,II,210,1200.0,1.173,28.137392697344474
36.0,0.0,II,210,1200.0,1.174,28.138928337910382
36.0,0.0,II,210,1200.0,1.175,28.140460232157178
36.0,0.0,II,210,1200.0,1.176,28.14198841155922
36.0,0.0,II,210,1200.0,1.177,28.143512907272036
36.0,0.0,II,210,1200.0,1.178,28.145033750136193
36.0,0.0,II,210,1200.0,1.179,28.146550970680913
36.0,0.0,II,210,1200.0,1.18,28.14806459912785
36.0,0.0,II,210,1200.0,1.181,28.149574665394738
36.0,0.0,II,210,1200.0,1.182,28.151081199098975
36.0,0.0,II,210,1200.0,1.183,28.15258422956115
36.0,0.0,II,210,1200.0,1.184,28.15408378580857
36.0,0.0,II,210,1200.0,1.185,28.155579896578807
36.0,0.0,II,210,1200.0,1.186,28.15707259032287
36.0,0.0,II,210,1200.0,1.187,28.15856189520881
36.0,0.0,II,210,1200.0,1.188,28.160047839124882
36.0,0.0,II,210,1200.0,1.189,28.16153044968287
36.0,0.0,II,210,1200.0,1.19,28.16300975422136
36.0,0.0,II,210,1200.0,1.191,28.164485779808835
36.0,0.0,II,210,1200.0,1.192,28.16595855324688
36.0,0.0,II,210,1200.0,1.193,28.167428101073234
36.0,0.0,II,210,1200.0,1.194,28.16889444956486
36.0,0.0,II,210,1200.0,1.195,28.170357624740994
36.0,0.0,II,210,1200.0,1.196,28.171817652366144
36.0,0.0,II,210,1200.0,1.197,28.173274557952894
36.0,0.0,II,210,1200.0,1.198,28.174728366764917
36.0,0.0,II,210,1200.0,1.199,28.176179103819884
36.0,0.0,II,210,1200.0,1.2,28.177626793892067
36.0,0.5,II,210,1200.0,0.654,5.542498856396876
36.0,0.5,II,210,1200.0,0.655,5.554682056418425
36.0,0.5,II,210,1200.0,0.656,5.573884526462578
36.0,0.5,II,210,1200.0,0.657,5.600109520235035
36.0,0.5,II,210,1200.0,0.658,5.633356475628081
36.0,0.5,II,210,1200.0,0.659,5.673621016135396
36.0,0.5,II,210,1200.0,0.66,5.720894962527033
36.0,0.5,II,210,1200.0,0.661,5.775166354693775
36.0,0.5,II,210,1200.0,0.662,5.836419483530155
36.0,0.5,II,210,1200.0,0.663,5.90463493265938
36.0,0.5,II,210,1200.0,0.664,5.979789629744031
36.0,0.5,II,210,1200.0,0.665,6.0618569070698145
36.0,0.5,II,210,1200.0,0.666,6.150806571036219
36.0,0.5,II,210,1200.0,0.667,6.246604980138905
36.0,0.5,II,210,1200.0,0.668,6.349215130983574
36.0,0.5,II,210,1200.0,0.669,6.458596751831041
36.0,0.5,II,210,1200.0,0.67,6.574706403138238
36.0,0.5,II,210,1200.0,0.671,6.69749758453026
36.0,0.5,II,210,1200.0,0.672,6.826920847614299
36.0,0.5,II,210,1200.0,0.673,6.962923914028099
36.0,0.5,II,210,1200.0,0.674,7.105451798102075
36.0,0.5,II,210,1200.0,0.675,7.254446933507208
36.0,0.5,II,210,1200.0,0.676,7.409849303258486
36.0,0.5,II,210,1200.0,0.677,7.571596572446642
36.0,0.5,II,210,1200.0,0.678,7.739624223078906
36.0,0.5,II,210,1200.0,0.679,7.913865690421833
36.0,0.5,II,210,1200.0,0.68,8.09425250025571
36.0,0.5,II,210,1200.0,0.681,8.280714406470977
36.0,0.5,II,210,1200.0,0.682,8.473179528449773
36.0,0.5,II,210,1200.0,0.683,8.671574487761111
36.0,0.5,II,210,1200.0,0.684,8.87582454359053
36.0,0.5,II,210,1200.0,0.685,9.085853726525976
36.0,0.5,II,210,1200.0,0.686,9.301584970238558
36.0,0.5,II,210,1200.0,0.687,9.52294024067051
36.0,0.5,II,210,1200.0,0.688,9.749840662373497
36.0,0.5,II,210,1200.0,0.689,9.982206641674921
36.0,0.5,II,210,1200.0,0.69,10.219957986385063
36.0,0.5,II,210,1200.0,0.691,10.463014021792702
36.0,0.5,II,210,1200.0,0.692,10.71129370273145
36.0,0.5,II,210,1200.0,0.693,10.964715721531984
36.0,0.5,II,210,1200.0,0.694,11.223198611708128
36.0,0.5,II,210,1200.0,0.695,11.486324326338178
36.0,0.5,II,210,1200.0,0.696,11.748906869601434
36.0,0.5,II,210,1200.0,0.697,12.00913826199861
36.0,0.5,II,210,1200.0,0.698,12.26693533545158
36.0,0.5,II,210,1200.0,0.699,12.522219189131283
36.0,0.5,II,210,1200.0,0.7,12.774915257039245
36.0,0.5,II,210,1200.0,0.701,13.024953360398317
36.0,0.5,II,210,1200.0,0.702,13.272267745028412
36.0,0.5,II,210,1200.0,0.703,13.516797103963604
36.0,0.5,II,210,1200.0,0.704,13.758484585645068
36.0,0.5,II,210,1200.0,0.705,13.997277788096635
36.0,0.5,II,210,1200.0,0.706,14.23312873955814
36.0,0.5,II,210,1200.0,0.707,14.465993866113397
36.0,0.5,II,210,1200.0,0.708,14.69583394690607
36.0,0.5,II,210,1200.0,0.709,14.922614057587023
36.0,0.5,II,210,1200.0,0.71,15.146303502679341
36.0,0.5,II,210,1200.0,0.711,15.366875737584216
36.0,0.5,II,210,1200.0,0.712,15.58430828098059
36.0,0.5,II,210,1200.0,0.713,15.798582618393894
36.0,0.5,II,210,1200.0,0.714,16.009684097725955
36.0,0.5,II,210,1200.0,0.715,16.217601817546534
36.0,0.5,II,210,1200.0,0.716,16.42232850895114
36.0,0.5,II,210,1200.0,0.717,16.623860411785607
36.0,0.5,II,210,1200.0,0.718,16.822197146029975
36.0,0.5,II,210,1200.0,0.719,17.017341579119037
36.0,0.5,II,210,1200.0,0.72,17.20929968995877
36.0,0.5,II,210,1200.0,0.721,17.398080430373135
36.0,0.5,II,210,1200.0,0.722,17.583695584689288
36.0,0.5,II,210,1200.0,0.723,17.76615962813726
36.0,0.5,II,210,1200.0,0.724,17.945489584706497
36.0,0.5,II,210,1200.0,0.725,18.121704885065597
36.0,0.5,II,210,1200.0,0.726,18.294827225112723
36.0,0.5,II,210,1200.0,0.727,18.464880425684353
36.0,0.5,II,210,1200.0,0.728,18.63189029391014
36.0,0.5,II,210,1200.0,0.729,18.795884486658856
36.0,0.5,II,210,1200.0,0.73,18.956892376480795
36.0,0.5,II,210,1200.0,0.731,19.11494492040923
36.0,0.5,II,210,1200.0,0.732,19.27007453194413
36.0,0.5,II,210,1200.0,0.733,19.42231495650104
36.0,0.5,II,210,1200.0,0.734,19.57170115057016
36.0,0.5,II,210,1200.0,0.735,19.71826916479298
36.0,0.5,II,210,1200.0,0.736,19.86205603112901
36.0,0.5,II,210,1200.0,0.737,20.00309965425091
36.0,0.5,II,210,1200.0,0.738,20.14143870727551
36.0,0.5,II,210,1200.0,0.739,20.27711253190683
36.0,0.5,II,210,1200.0,0.74,20.410161043041445
36.0,0.5,II,210,1200.0,0.741,20.540624637859228
36.0,0.5,II,210,1200.0,0.742,20.668544109399875
36.0,0.5,II,210,1200.0,0.743,20.793960564603978
36.0,0.5,II,210,1200.0,0.744,20.916915346777895
36.0,0.5,II,210,1200.0,0.745,21.037449962423974
36.0,0.5,II,210,1200.0,0.746,21.155606012363215
36.0,0.5,II,210,1200.0,0.747,21.271425127062535
36.0,0.5,II,210,1200.0,0.748,21.384948906067997
36.0,0.5,II,210,1200.0,0.749,21.496218861434794
36.0,0.5,II,210,1200.0,0.75,21.605276365036346
36.0,0.5,II,210,1200.0,0.751,21.71216259962781
36.0,0.5,II,210,1200.0,0.752,21.816918513533647
36.0,0.5,II,210,1200.0,0.753,21.919584778824568
36.0,0.5,II,210,1200.0,0.754,22.02020175284591
36.0,0.5,II,210,1200.0,0.755,22.118809442957517
36.0,0.5,II,210,1200.0,0.756,22.215447474343847
36.0,0.5,II,210,1200.0,0.757,22.310155060752898
36.0,0.5,II,210,1200.0,0.758,22.402970978023145
36.0,0.5,II,210,1200.0,0.759,22.49393354025878
36.0,0.5,II,210,1200.0,0.76,22.583080578515357
36.0,0.5,II,210,1200.0,0.761,22.67044942186046
36.0,0.5,II,210,1200.0,0.762,22.756076880676613
36.0,0.5,II,210,1200.0,0.763,22.839999232077247
36.0,0.5,II,210,1200.0,0.764,22.922252207309647
36.0,0.5,II,210,1200.0,0.765,23.002870981022852
36.0,0.5,II,210,1200.0,0.766,23.081890162282583
36.0,0.5,II,210,1200.0,0.767,23.15934378721923
36.0,0.5,II,210,1200.0,0.768,23.2352653131996
36.0,0.5,II,210,1200.0,0.769,23.30968761441697
36.0,0.5,II,210,1200.0,0.77,23.382642978799147
36.0,0.5,II,210,1200.0,0.771,23.454163106138125
36.0,0.5,II,210,1200.0,0.772,23.524279107349663
36.0,0.5,II,210,1200.0,0.773,23.59302150477525
36.0,0.5,II,210,1200.0,0.774,23.660420233444047
36.0,0.5,II,210,1200.0,0.775,23.726504643215154
36.0,0.5,II,210,1200.0,0.776,23.79130350172678
36.0,0.5,II,210,1200.0,0.777,23.85484499808104
36.0,0.5,II,210,1200.0,0.778,23.917156747198327
36.0,0.5,II,210,1200.0,0.779,23.978265794778537
36.0,0.5,II,210,1200.0,0.78,24.03819862281052
36.0,0.5,II,210,1200.0,0.781,24.096981155573896
36.0,0.5,II,210,1200.0,0.782,24.154638766081987
36.0,0.5,II,210,1200.0,0.783,24.21119628291695
36.0,0.5,II,210,1200.0,0.784,24.266677997411932
36.0,0.5,II,210,1200.0,0.785,24.32110767113776
36.0,0.5,II,210,1200.0,0.786,24.374508543654642
36.0,0.5,II,210,1200.0,0.787,24.426903340492565
36.0,0.5,II,210,1200.0,0.788,24.478314281325623
36.0,0.5,II,210,1200.0,0.789,24.528763088309244
36.0,0.5,II,210,1200.0,0.79,24.57827099455067
36.0,0.5,II,210,1200.0,0.791,24.62685875268578
36.0,0.5,II,210,1200.0,0.792,24.674546643537163
36.0,0.5,II,210,1200.0,0.793,24.72135448483049
36.0,0.5,II,210,1200.0,0.794,24.76730163994817
36.0,0.5,II,210,1200.0,0.795,24.81240702670057
36.0,0.5,II,210,1200.0,0.796,24.856689126097635
36.0,0.5,II,210,1200.0,0.797,24.90016599110383
36.0,0.5,II,210,1200.0,0.798,24.942855255362616
36.0,0.5,II,210,1200.0,0.799,24.984774141876414
36.0,0.5,II,210,1200.0,0.8,25.025939471630025
36.0,0.5,II,210,1200.0,0.801,25.066367672146832
36.0,0.5,II,210,1200.0,0.802,25.106074785967547
36.0,0.5,II,210,1200.0,0.803,25.14507647904305
36.0,0.5,II,210,1200.0,0.804,25.18338804903306
36.0,0.5,II,210,1200.0,0.805,25.22102443350407
36.0,0.5,II,210,1200.0,0.806,25.258000218020005
36.0,0.5,II,210,1200.0,0.807,25.294329644120477
36.0,0.5,II,210,1200.0,0.808,25.330026617181755
36.0,0.5,II,210,1200.0,0.809,25.365104714156708
36.0,0.5,II,210,1200.0,0.81,25.399577191189753
36.0,0.5,II,210,1200.0,0.811,25.43345699110464
36.0,0.5,II,210,1200.0,0.812,25.466756750762023
36.0,0.5,II,210,1200.0,0.813,25.49948880828541
36.0,0.5,II,210,1200.0,0.814,25.53166521015389
36.0,0.5,II,210,1200.0,0.815,25.563297718160293
36.0,0.5,II,210,1200.0,0.816,25.594397816234604
36.0,0.5,II,210,1200.0,0.817,25.624976717131837
36.0,0.5,II,210,1200.0,0.818,25.655045368984414
36.0,0.5,II,210,1200.0,0.819,25.684614461719384
36.0,0.5,II,210,1200.0,0.82,25.713694433340653
36.0,0.5,II,210,1200.0,0.821,25.742295476077217
36.0,0.5,II,210,1200.0,0.822,25.77042754239803
36.0,0.5,II,210,1200.0,0.823,25.79810035089468
36.0,0.5,II,210,1200.0,0.824,25.825323392033035
36.0,0.5,II,210,1200.0,0.825,25.85210593377525
36.0,0.5,II,210,1200.0,0.826,25.878457027073715
36.0,0.5,II,210,1200.0,0.827,25.90438551123831
36.0,0.5,II,210,1200.0,0.828,25.929900019178987
36.0,0.5,II,210,1200.0,0.829,25.955008982525207
36.0,0.5,II,210,1200.0,0.83,25.979720636624105
36.0,0.5,II,210,1200.0,0.831,26.004043025419733
36.0,0.5,II,210,1200.0,0.832,26.02798400621471
36.0,0.5,II,210,1200.0,0.833,26.05155125431684
36.0,0.5,II,210,1200.0,0.834,26.074752267572524
36.0,0.5,II,210,1200.0,0.835,26.097594370789043
36.0,0.5,II,210,1200.0,0.836,26.120084720048013
36.0,0.5,II,210,1200.0,0.837,26.142230306911998
36.0,0.5,II,210,1200.0,0.838,26.164037962526386
36.0,0.5,II,210,1200.0,0.839,26.185514361618843
36.0,0.5,II,210,1200.0,0.84,26.206666026398302
36.0,0.5,II,210,1200.0,0.841,26.227499330355933
36.0,0.5,II,210,1200.0,0.842,26.248020501969677
36.0,0.5,II,210,1200.0,0.843,26.268235628315075
36.0,0.5,II,210,1200.0,0.844,26.288150658584282
36.0,0.5,II,210,1200.0,0.845,26.30777140751492
36.0,0.5,II,210,1200.0,0.846,26.32710355873171
36.0,0.5,II,210,1200.0,0.847,26.346152668002112
36.0,0.5,II,210,1200.0,0.848,26.364924166408336
36.0,0.5,II,210,1200.0,0.849,26.383423363437828
36.0,0.5,II,210,1200.0,0.85,26.401655449994003
36.0,0.5,II,210,1200.0,0.851,26.41962550132905
36.0,0.5,II,210,1200.0,0.852,26.437338479901243
36.0,0.5,II,210,1200.0,0.853,26.454799238157786
36.0,0.5,II,210,1200.0,0.854,26.472012521245894
36.0,0.5,II,210,1200.0,0.855,26.488982969653286
36.0,0.5,II,210,1200.0,0.856,26.505715121780188
36.0,0.5,II,210,1200.0,0.857,26.52221341644451
36.0,0.5,II,210,1200.0,0.858,26.538482195321762
36.0,0.5,II,210,1200.0,0.859,26.554525705321588
36.0,0.5,II,210,1200.0,0.86,26.57034810090244
36.0,0.5,II,210,1200.0,0.861,26.58595344632596
36.0,0.5,II,210,1200.0,0.862,26.601345717852702
36.0,0.5,II,210,1200.0,0.863,26.616528805880677
36.0,0.5,II,210,1200.0,0.864,26.631506517028228
36.0,0.5,II,210,1200.0,0.865,26.646282576162715
36.0,0.5,II,210,1200.0,0.866,26.66086062837645
36.0,0.5,II,210,1200.0,0.867,26.675244240911006
36.0,0.5,II,210,1200.0,0.868,26.689436905031943
36.0,0.5,II,210,1200.0,0.869,26.70344203785441
36.0,0.5,II,210,1200.0,0.87,26.717262984121525
36.0,0.5,II,210,1200.0,0.871,26.730903017936537
36.0,0.5,II,210,1200.0,0.872,26.744365344450145
36.0,0.5,II,210,1200.0,0.873,26.757653101504065
36.0,0.5,II,210,1200.0,0.874,26.770769361232016
36.0,0.5,II,210,1200.0,0.875,26.783717131619277
36.0,0.5,II,210,1200.0,0.876,26.796499358022107
36.0,0.5,II,210,1200.0,0.877,26.809118924647727
36.0,0.5,II,210,1200.0,0.878,26.82157865599634
36.0,0.5,II,210,1200.0,0.879,26.833881318265817
36.0,0.5,II,210,1200.0,0.88,26.84602962072043
36.0,0.5,II,210,1200.0,0.881,26.858026217024424
36.0,0.5,II,210,1200.0,0.882,26.86987370654114
36.0,0.5,II,210,1200.0,0.883,26.88157463559914
36.0,0.5,II,210,1200.0,0.884,26.893131498725843
36.0,0.5,II,210,1200.0,0.885,26.904546739849547
36.0,0.5,II,210,1200.0,0.886,26.91582275347086
36.0,0.5,II,210,1200.0,0.887,26.92696188580438
36.0,0.5,II,210,1200.0,0.888,26.93796643589112
36.0,0.5,II,210,1200.0,0.889,26.94883865668298
36.0,0.5,II,210,1200.0,0.89,26.959580756099445
36.0,0.5,II,210,1200.0,0.891,26.970194898057663
36.0,0.5,II,210,1200.0,0.892,26.980683203476644
36.0,0.5,II,210,1200.0,0.893,26.9910477512558
36.0,0.5,II,210,1200.0,0.894,27.001290579229103
36.0,0.5,II,210,1200.0,0.895,27.011413685095185
36.0,0.5,II,210,1200.0,0.896,27.0214190273242
36.0,0.5,II,210,1200.0,0.897,27.03130852604175
36.0,0.5,II,210,1200.0,0.898,27.041084063890914
36.0,0.5,II,210,1200.0,0.899,27.05074748687271
36.0,0.5,II,210,1200.0,0.9,27.060300605165605
36.0,0.5,II,210,1200.0,0.901,27.06974519392473
36.0,0.5,II,210,1200.0,0.902,27.07908299406118
36.0,0.5,II,210,1200.0,0.903,27.08831571300209
36.0,0.5,II,210,1200.0,0.904,27.097445025431924
36.0,0.5,II,210,1200.0,0.905,27.106472574015378
36.0,0.5,II,210,1200.0,0.906,27.115399970102715
36.0,0.5,II,210,1200.0,0.907,27.124228794417625
36.0,0.5,II,210,1200.0,0.908,27.13296059772818
36.0,0.5,II,210,1200.0,0.909,27.141596901501515
36.0,0.5,II,210,1200.0,0.91,27.150139198542522
36.0,0.5,II,210,1200.0,0.911,27.158588953616878
36.0,0.5,II,210,1200.0,0.912,27.166947604059096
36.0,0.5,II,210,1200.0,0.913,27.17521656036557
36.0,0.5,II,210,1200.0,0.914,27.18339720677364
36.0,0.5,II,210,1200.0,0.915,27.191490901826423
36.0,0.5,II,210,1200.0,0.916,27.199498978924037
36.0,0.5,II,210,1200.0,0.917,27.207422746861695
36.0,0.5,II,210,1200.0,0.918,27.215263490354793
36.0,0.5,II,210,1200.0,0.919,27.22302247055156
36.0,0.5,II,210,1200.0,0.92,27.23070092553331
36.0,0.5,II,210,1200.0,0.921,27.23830007080282
36.0,0.5,II,210,1200.0,0.922,27.2458210997613
36.0,0.5,II,210,1200.0,0.923,27.253265184173728
36.0,0.5,II,210,1200.0,0.924,27.260633474623354
36.0,0.5,II,210,1200.0,0.925,27.267927100955536
36.0,0.5,II,210,1200.0,0.926,27.275147172710952
36.0,0.5,II,210,1200.0,0.927,27.282294779548728
36.0,0.5,II,210,1200.0,0.928,27.289370991659776
36.0,0.5,II,210,1200.0,0.929,27.296376860170135
36.0,0.5,II,210,1200.0,0.93,27.303313417535186
36.0,0.5,II,210,1200.0,0.931,27.310181677924668
36.0,0.5,II,210,1200.0,0.932,27.31698263759849
36.0,0.5,II,210,1200.0,0.933,27.32371727527424
36.0,0.5,II,210,1200.0,0.934,27.330386552485844
36.0,0.5,II,210,1200.0,0.935,27.336991413934136
36.0,0.5,II,210,1200.0,0.936,27.343532787829343
36.0,0.5,II,210,1200.0,0.937,27.350011586225637
36.0,0.5,II,210,1200.0,0.938,27.356428705348094
36.0,0.5,II,210,1200.0,0.939,27.362785025912192
36.0,0.5,II,210,1200.0,0.94,27.369081413435943
36.0,0.5,II,210,1200.0,0.941,27.375318718545063
36.0,0.5,II,210,1200.0,0.942,27.38149777727103
36.0,0.5,II,210,1200.0,0.943,27.387619411342616
36.0,0.5,II,210,1200.0,0.944,27.39368442847067
36.0,0.5,II,210,1200.0,0.945,27.399693622626597
36.0,0.5,II,210,1200.0,0.946,27.405647774314446
36.0,0.5,II,210,1200.0,0.947,27.41154765083708
36.0,0.5,II,210,1200.0,0.948,27.417394006556236
36.0,0.5,II,210,1200.0,0.949,27.423187583146877
36.0,0.5,II,210,1200.0,0.95,27.428929109845928
36.0,0.5,II,210,1200.0,0.951,27.43461930369523
36.0,0.5,II,210,1200.0,0.952,27.44025886977949
36.0,0.5,II,210,1200.0,0.953,27.445848501458705
36.0,0.5,II,210,1200.0,0.954,27.4513888805956
36.0,0.5,II,210,1200.0,0.955,27.456880677777956
36.0,0.5,II,210,1200.0,0.956,27.462324552536117
36.0,0.5,II,210,1200.0,0.957,27.46772115355582
36.0,0.5,II,210,1200.0,0.958,27.47307111888626
36.0,0.5,II,210,1200.0,0.959,27.478375076143585
36.0,0.5,II,210,1200.0,0.96,27.48363364271028
36.0,0.5,II,210,1200.0,0.961,27.4888474259297
36.0,0.5,II,210,1200.0,0.962,27.494017023296987
36.0,0.5,II,210,1200.0,0.963,27.499143022645427
36.0,0.5,II,210,1200.0,0.964,27.50422600232897
36.0,0.5,II,210,1200.0,0.965,27.509266531400964
36.0,0.5,II,210,1200.0,0.966,27.51426516978869
36.0,0.5,II,210,1200.0,0.967,27.51922246846463
36.0,0.5,II,210,1200.0,0.968,27.52413896961371
36.0,0.5,II,210,1200.0,0.969,27.52901520679722
36.0,0.5,II,210,1200.0,0.97,27.533851705113207
36.0,0.5,II,210,1200.0,0.971,27.53864898135328
36.0,0.5,II,210,1200.0,0.972,27.54340754415653
36.0,0.5,II,210,1200.0,0.973,27.54812789415974
36.0,0.5,II,210,1200.0,0.974,27.552810524144775
36.0,0.5,II,210,1200.0,0.975,27.557455919182782
36.0,0.5,II,210,1200.0,0.976,27.56206455677522
36.0,0.5,II,210,1200.0,0.977,27.566636906992315
36.0,0.5,II,210,1200.0,0.978,27.571173432608283
36.0,0.5,II,210,1200.0,0.979,27.575674589233895
36.0,0.5,II,210,1200.0,0.98,27.5801408254463
36.0,0.5,II,210,1200.0,0.981,27.584572582916156
36.0,0.5,II,210,1200.0,0.982,27.58897029653216
36.0,0.5,II,210,1200.0,0.983,27.59333439452301
36.0,0.5,II,210,1200.0,0.984,27.59766529857685
36.0,0.5,II,210,1200.0,0.985,27.601963423958253
36.0,0.5,II,210,1200.0,0.986,27.606229179622943
36.0,0.5,II,210,1200.0,0.987,27.61046296832995
36.0,0.5,II,210,1200.0,0.988,27.614665186751765
36.0,0.5,II,210,1200.0,0.989,27.618836225582108
36.0,0.5,II,210,1200.0,0.99,27.622976469641465
36.0,0.5,II,210,1200.0,0.991,27.627086297980654
36.0,0.5,II,210,1200.0,0.992,27.63116608398217
36.0,0.5,II,210,1200.0,0.993,27.63521619545965
36.0,0.5,II,210,1200.0,0.994,27.639236994755173
36.0,0.5,II,210,1200.0,0.995,27.643228838834716
36.0,0.5,II,210,1200.0,0.996,27.64719207938173
36.0,0.5,II,210,1200.0,0.997,27.651127062888833
36.0,0.5,II,210,1200.0,0.998,27.655034130747563
36.0,0.5,II,210,1200.0,0.999,27.65891361933666
36.0,0.5,II,210,1200.0,1.0,27.662765860108294
36.0,0.5,II,210,1200.0,1.001,27.666591179672686
36.0,0.5,II,210,1200.0,1.002,27.670389899881233
36.0,0.5,II,210,1200.0,1.003,27.674162337907777
36.0,0.5,II,210,1200.0,1.004,27.677908806328396
36.0,0.5,II,210,1200.0,1.005,27.681629613199682
36.0,0.5,II,210,1200.0,1.006,27.685325062135426
36.0,0.5,II,210,1200.0,1.007,27.68899545238173
36.0,0.5,II,210,1200.0,1.008,27.692641078890965
36.0,0.5,II,210,1200.0,1.009,27.696262232393934
36.0,0.5,II,210,1200.0,1.01,27.699859199470886
36.0,0.5,II,210,1200.0,1.011,27.703432262621163
36.0,0.5,II,210,1200.0,1.012,27.706981700331298
36.0,0.5,II,210,1200.0,1.013,27.710507787142085
36.0,0.5,II,210,1200.0,1.014,27.71401079371417
36.0,0.5,II,210,1200.0,1.015,27.717490986892557
36.0,0.5,II,210,1200.0,1.016,27.720948629769634
36.0,0.5,II,210,1200.0,1.017,27.724383981747376
36.0,0.5,II,210,1200.0,1.018,27.727797298598034
36.0,0.5,II,210,1200.0,1.019,27.731188832523813
36.0,0.5,II,210,1200.0,1.02,27.73455883221549
36.0,0.5,II,210,1200.0,1.021,27.73790754290983
36.0,0.5,II,210,1200.0,1.022,27.741235206445953
36.0,0.5,II,210,1200.0,1.023,27.744542061320672
36.0,0.5,II,210,1200.0,1.024,27.747828342742817
36.0,0.5,II,210,1200.0,1.025,27.751094282686523
36.0,0.5,II,210,1200.0,1.026,27.754340109943378
36.0,0.5,II,210,1200.0,1.027,27.75756605017402
36.0,0.5,II,210,1200.0,1.028,27.76077232595828
36.0,0.5,II,210,1200.0,1.029,27.76395915684472
36.0,0.5,II,210,1200.0,1.03,27.767126759399208
36.0,0.5,II,210,1200.0,1.031,27.770275347252518
36.0,0.5,II,210,1200.0,1.032,27.773405131147126
36.0,0.5,II,210,1200.0,1.033,27.776516318983177
36.0,0.5,II,210,1200.0,1.034,27.77960911586349
36.0,0.5,II,210,1200.0,1.035,27.7826837241379
36.0,0.5,II,210,1200.0,1.036,27.78574034344672
36.0,0.5,II,210,1200.0,1.037,27.788779170763387
36.0,0.5,II,210,1200.0,1.038,27.791800400436323
36.0,0.5,II,210,1200.0,1.039,27.79480422423029
36.0,0.5,II,210,1200.0,1.04,27.797790831366544
36.0,0.5,II,210,1200.0,1.041,27.80076040856272
36.0,0.5,II,210,1200.0,1.042,27.803713140071736
36.0,0.5,II,210,1200.0,1.043,27.806649207720074
36.0,0.5,II,210,1200.0,1.044,27.80956879094539
36.0,0.5,II,210,1200.0,1.045,27.81247206683351
36.0,0.5,II,210,1200.0,1.046,27.81535921015461
36.0,0.5,II,210,1200.0,1.047,27.81823039339887
36.0,0.5,II,210,1200.0,1.048,27.821085786811594
36.0,0.5,II,210,1200.0,1.049,27.82392555842749
36.0,0.5,II,210,1200.0,1.05,27.826749874104504
36.0,0.5,II,210,1200.0,1.051,27.82955889755695
36.0,0.5,II,210,1200.0,1.052,27.83235279038827
36.0,0.5,II,210,1200.0,1.053,27.835131712122877
36.0,0.5,II,210,1200.0,1.054,27.837895820237897
36.0,0.5,II,210,1200.0,1.055,27.840645270193825
36.0,0.5,II,210,1200.0,1.056,27.84338021546521
36.0,0.5,II,210,1200.0,1.057,27.84610080757031
36.0,0.5,II,210,1200.0,1.058,27.84880719610056
36.0,0.5,II,210,1200.0,1.059,27.851499528749414
36.0,0.5,II,210,1200.0,1.06,27.854177951340723
36.0,0.5,II,210,1200.0,1.061,27.856842607856528
36.0,0.5,II,210,1200.0,1.062,27.8594936404646
36.0,0.5,II,210,1200.0,1.063,27.86213118954524
36.0,0.5,II,210,1200.0,1.064,27.864755393717815
36.0,0.5,II,210,1200.0,1.065,27.86736638986668
36.0,0.5,II,210,1200.0,1.066,27.869964313166967
